# omega0 omegab hubble scalar_amp ns w0 wa mnu Neff alphas 
3.754000e-01 4.165000e-02 6.180267e-01 2.313333e-09 9.290000e-01 -1.197700e+00 -2.910000e-01 4.636000e-01 3.544733e+00 3.393333e-02 
2.515600e-01 5.219000e-02 7.281067e-01 1.164000e-09 1.080600e+00 -3.813667e-01 -1.481000e+00 3.116000e-01 4.007800e+00 3.246667e-02 
3.089200e-01 4.341000e-02 6.496000e-01 1.865333e-09 8.362000e-01 -9.203333e-02 -5.476667e-01 1.720000e-02 2.419267e+00 -2.046667e-02 
3.504400e-01 4.671000e-02 6.675200e-01 2.886667e-09 9.238000e-01 -1.135700e+00 -2.815667e+00 5.508000e-01 3.400600e+00 -1.606667e-02 
2.381200e-01 5.493000e-02 6.792533e-01 1.252000e-09 1.010200e+00 -6.831000e-01 -1.733000e+00 4.028000e-01 2.342600e+00 1.820000e-02 
2.976400e-01 4.197000e-02 7.328000e-01 2.617333e-09 9.742000e-01 -1.199767e+00 -2.816667e-01 4.280000e-02 3.633667e+00 1.446667e-02 
3.602800e-01 4.591000e-02 6.476800e-01 1.977333e-09 8.242000e-01 -3.166667e-03 -2.027000e+00 3.996000e-01 3.925000e+00 -4.926667e-02 
2.508400e-01 4.471000e-02 7.131733e-01 2.953333e-09 9.118000e-01 2.576667e-02 -1.714333e+00 5.932000e-01 3.553933e+00 -1.620000e-02 
2.916400e-01 5.049000e-02 6.717867e-01 1.126667e-09 1.021400e+00 -9.931000e-01 1.756667e-01 3.420000e-01 2.440733e+00 -3.393333e-02 
3.806800e-01 4.603000e-02 6.212267e-01 1.916000e-09 8.338000e-01 -6.665667e-01 -2.358333e+00 1.140000e-01 3.759400e+00 3.713333e-02 
2.628400e-01 4.479000e-02 6.982400e-01 2.225333e-09 1.029800e+00 1.642333e-01 -1.476333e+00 3.372000e-01 2.330333e+00 4.686667e-02 
3.257200e-01 5.145000e-02 7.180800e-01 2.812000e-09 9.426000e-01 -8.029667e-01 -2.134333e+00 5.788000e-01 4.470867e+00 -1.220000e-02 
3.420400e-01 4.751000e-02 6.344533e-01 1.046667e-09 8.354000e-01 -6.252333e-01 -1.566667e-02 1.812000e-01 3.109267e+00 -4.313333e-02 
2.599600e-01 4.527000e-02 6.698667e-01 1.201333e-09 8.102000e-01 -3.049000e-01 -2.377000e+00 1.228000e-01 3.388333e+00 -3.286667e-02 
3.271600e-01 4.401000e-02 6.199467e-01 2.606667e-09 1.039400e+00 -1.298967e+00 -1.603333e-01 4.212000e-01 3.964867e+00 -1.553333e-02 
3.480400e-01 5.293000e-02 7.362133e-01 2.316000e-09 9.958000e-01 1.229000e-01 -7.483333e-01 3.780000e-01 2.725933e+00 3.966667e-02 
2.412400e-01 4.373000e-02 7.054933e-01 1.036000e-09 1.081800e+00 -1.664333e-01 -1.742333e+00 8.840000e-02 3.857533e+00 -1.060000e-02 
3.154000e-01 5.341000e-02 6.062933e-01 2.593333e-09 9.814000e-01 -6.004333e-01 -2.218333e+00 4.084000e-01 2.741267e+00 3.980000e-02 
3.780400e-01 4.549000e-02 7.370667e-01 2.260000e-09 8.554000e-01 -8.980333e-01 2.410000e-01 2.964000e-01 3.354600e+00 -4.460000e-02 
2.460400e-01 4.595000e-02 6.372267e-01 1.006667e-09 1.027000e+00 -4.656667e-02 -1.397000e+00 4.252000e-01 3.225800e+00 4.166667e-02 
3.230800e-01 5.447000e-02 6.581333e-01 2.297333e-09 8.402000e-01 -2.739000e-01 -2.241667e+00 5.480000e-02 2.633933e+00 -3.380000e-02 
3.538000e-01 4.351000e-02 7.223467e-01 2.598667e-09 9.178000e-01 -1.141900e+00 1.570000e-01 3.500000e-01 4.342067e+00 1.666667e-03 
2.770000e-01 5.471000e-02 6.139733e-01 2.412000e-09 1.061800e+00 -1.333667e-01 -1.565000e+00 5.564000e-01 3.302467e+00 -9.533333e-03 
2.971600e-01 4.087000e-02 6.794667e-01 2.164000e-09 9.610000e-01 -9.187000e-01 -7.633333e-02 6.200000e-02 2.299667e+00 -1.873333e-02 
3.624400e-01 4.645000e-02 7.340800e-01 1.161333e-09 8.846000e-01 -6.707000e-01 -2.899667e+00 3.300000e-01 4.020067e+00 3.433333e-02 
2.357200e-01 4.211000e-02 6.826667e-01 2.854667e-09 1.057800e+00 -3.152333e-01 -2.041000e+00 3.212000e-01 3.204333e+00 -3.900000e-02 
3.199600e-01 5.139000e-02 7.547733e-01 1.822667e-09 9.566000e-01 -1.110900e+00 -5.300000e-02 1.460000e-01 3.836067e+00 3.486667e-02 
3.588400e-01 4.681000e-02 6.037333e-01 1.129333e-09 8.418000e-01 -7.136667e-02 -1.504333e+00 4.588000e-01 2.778067e+00 1.300000e-02 
2.782000e-01 5.031000e-02 7.438933e-01 2.585333e-09 9.134000e-01 -2.077667e-01 -2.163333e-01 7.600000e-03 2.523533e+00 6.466667e-03 
2.834800e-01 4.605000e-02 6.318933e-01 1.801333e-09 8.154000e-01 -1.253500e+00 -2.036333e+00 3.276000e-01 3.777800e+00 -4.260000e-02 
3.888400e-01 4.375000e-02 6.589867e-01 1.142667e-09 1.058600e+00 -2.718333e-01 -1.439000e+00 4.452000e-01 3.391400e+00 3.326667e-02 
2.645200e-01 4.585000e-02 6.995200e-01 2.276000e-09 8.422000e-01 -1.747000e-01 -2.396667e-01 3.388000e-01 4.351267e+00 4.886667e-02 
3.262000e-01 5.459000e-02 6.404267e-01 2.444000e-09 9.646000e-01 -1.017900e+00 -2.475000e+00 4.520000e-02 2.597133e+00 7.800000e-03 
3.679600e-01 4.145000e-02 7.161600e-01 1.177333e-09 1.022600e+00 -7.595667e-01 -1.364333e+00 5.060000e-01 2.977400e+00 -4.166667e-02 
2.486800e-01 5.081000e-02 6.553600e-01 2.865333e-09 8.314000e-01 -1.912333e-01 -1.887000e+00 4.700000e-01 2.336467e+00 2.806667e-02 
3.065200e-01 4.677000e-02 7.598933e-01 1.580000e-09 9.682000e-01 -5.322333e-01 -1.467000e+00 3.044000e-01 3.403667e+00 -6.200000e-03 
3.946000e-01 4.493000e-02 6.035200e-01 2.294667e-09 1.002200e+00 -7.967667e-01 -3.470000e-01 1.988000e-01 3.820733e+00 -4.780000e-02 
2.340400e-01 5.405000e-02 6.342400e-01 1.756000e-09 1.009800e+00 -4.454333e-01 -5.616667e-01 9.000000e-02 3.685800e+00 -4.180000e-02 
3.379600e-01 4.207000e-02 6.647467e-01 2.772000e-09 8.590000e-01 -1.127000e-01 -1.789000e+00 5.412000e-01 4.283800e+00 9.666667e-03 
3.410800e-01 4.507000e-02 7.377067e-01 1.014667e-09 9.286000e-01 -1.226633e+00 -1.877667e+00 2.612000e-01 2.508200e+00 1.833333e-02 
2.647600e-01 4.543000e-02 6.939733e-01 2.956000e-09 8.854000e-01 -1.088167e+00 -5.196667e-01 1.300000e-01 3.054067e+00 -4.073333e-02 
3.002800e-01 5.329000e-02 6.190933e-01 1.561333e-09 1.003800e+00 1.208333e-01 -1.070333e+00 3.196000e-01 2.370200e+00 2.993333e-02 
3.833200e-01 4.397000e-02 7.121067e-01 1.716000e-09 9.374000e-01 -5.115667e-01 -2.806333e+00 5.756000e-01 4.280733e+00 -6.600000e-03 
2.542000e-01 4.623000e-02 6.628267e-01 2.596000e-09 8.666000e-01 -7.120333e-01 -1.415667e+00 2.440000e-02 2.219933e+00 8.333333e-03 
2.801200e-01 5.129000e-02 7.178667e-01 1.590667e-09 1.049400e+00 -8.670333e-01 -5.523333e-01 5.956000e-01 3.357667e+00 -3.860000e-02 
3.895600e-01 4.307000e-02 6.137600e-01 1.686667e-09 9.586000e-01 6.296667e-02 -1.840333e+00 3.308000e-01 4.289933e+00 1.980000e-02 
2.652400e-01 5.125000e-02 6.491733e-01 2.630667e-09 9.934000e-01 -4.826333e-01 -2.601000e+00 2.252000e-01 4.302200e+00 4.113333e-02 
3.019600e-01 4.557000e-02 7.353600e-01 1.678667e-09 1.080200e+00 1.621667e-01 -9.070000e-01 5.036000e-01 2.848600e+00 -4.193333e-02 
3.559600e-01 4.219000e-02 6.801067e-01 1.630667e-09 8.082000e-01 -1.112967e+00 9.166667e-02 9.320000e-02 3.072467e+00 -3.666667e-03 
2.258800e-01 5.105000e-02 6.231467e-01 1.745333e-09 1.040200e+00 -1.561000e-01 -2.638333e+00 2.404000e-01 2.673800e+00 3.933333e-03 
3.360400e-01 4.423000e-02 7.554133e-01 2.841333e-09 9.698000e-01 -2.883667e-01 -1.976667e-01 4.996000e-01 3.649000e+00 2.180000e-02 
3.718000e-01 4.837000e-02 6.649600e-01 1.182667e-09 8.454000e-01 -1.158433e+00 -1.107667e+00 4.760000e-02 4.013933e+00 -2.100000e-02 
2.777200e-01 4.225000e-02 6.018133e-01 1.721333e-09 9.670000e-01 -1.001367e+00 -6.270000e-01 2.988000e-01 4.418733e+00 3.180000e-02 
2.873200e-01 4.679000e-02 6.867200e-01 2.980000e-09 8.258000e-01 1.456333e-01 -8.603333e-01 1.420000e-01 2.968200e+00 -3.086667e-02 
3.934000e-01 5.169000e-02 7.387733e-01 1.193333e-09 1.003000e+00 -6.851667e-01 -2.087667e+00 4.596000e-01 2.919133e+00 4.600000e-03 
2.410000e-01 4.959000e-02 7.494400e-01 2.545333e-09 8.718000e-01 -1.581667e-01 -1.383000e+00 4.860000e-01 2.339533e+00 -1.686667e-02 
3.036400e-01 4.127000e-02 6.278400e-01 1.905333e-09 1.078600e+00 -1.172900e+00 -2.573000e+00 3.564000e-01 3.124600e+00 -8.333333e-03 
3.838000e-01 5.167000e-02 7.050667e-01 1.481333e-09 9.534000e-01 -4.206333e-01 -4.366667e-02 3.400000e-02 3.958733e+00 2.326667e-02 
2.666800e-01 4.279000e-02 7.270400e-01 2.198667e-09 9.274000e-01 -3.623333e-02 -1.527667e+00 1.292000e-01 2.259800e+00 -2.966667e-02 
3.130000e-01 5.457000e-02 6.455467e-01 1.020000e-09 1.067800e+00 -6.562333e-01 -1.230000e-01 3.612000e-01 3.259533e+00 1.286667e-02 
3.898000e-01 4.707000e-02 6.670933e-01 2.881333e-09 8.922000e-01 -8.443000e-01 -2.307000e+00 4.276000e-01 4.176467e+00 3.820000e-02 
2.501200e-01 4.723000e-02 7.091200e-01 2.166667e-09 1.095400e+00 -7.099667e-01 -2.680333e+00 2.924000e-01 2.661533e+00 4.326667e-02 
2.928400e-01 4.149000e-02 6.208000e-01 1.086667e-09 9.338000e-01 -2.015667e-01 -1.043333e-01 7.800000e-02 3.492600e+00 -2.766667e-02 
3.686800e-01 5.443000e-02 6.570667e-01 2.662667e-09 8.114000e-01 -8.112333e-01 -1.635000e+00 4.420000e-01 4.121267e+00 -6.066667e-03 
2.585200e-01 4.365000e-02 6.775467e-01 1.969333e-09 1.049800e+00 -7.409667e-01 -1.541667e+00 5.004000e-01 2.345667e+00 -4.540000e-02 
2.981200e-01 4.803000e-02 6.504533e-01 2.524000e-09 9.186000e-01 -8.133000e-01 3.296667e-01 6.920000e-02 4.412600e+00 1.873333e-02 
3.590800e-01 5.327000e-02 7.242667e-01 1.225333e-09 8.430000e-01 1.130000e-02 -2.759667e+00 3.740000e-01 3.535533e+00 4.466667e-03 
2.342800e-01 4.871000e-02 7.321600e-01 1.273333e-09 1.027800e+00 -3.255667e-01 -4.310000e-01 4.788000e-01 2.594067e+00 2.940000e-02 
3.386800e-01 5.273000e-02 7.040000e-01 2.193333e-09 9.218000e-01 -1.280367e+00 -6.783333e-01 2.740000e-01 4.397267e+00 -3.673333e-02 
3.430000e-01 4.157000e-02 6.461867e-01 2.396000e-09 8.910000e-01 1.828333e-01 -2.181000e+00 5.200000e-03 3.461933e+00 1.126667e-02 
2.227600e-01 4.079000e-02 6.613333e-01 1.454667e-09 9.314000e-01 -5.901000e-01 -2.386333e+00 4.572000e-01 2.790333e+00 3.113333e-02 
3.113200e-01 4.841000e-02 6.412800e-01 2.836000e-09 1.083000e+00 1.063667e-01 -6.363333e-01 1.444000e-01 3.394467e+00 -3.713333e-02 
3.931600e-01 5.401000e-02 7.187200e-01 1.702667e-09 8.618000e-01 -1.084033e+00 -1.560333e+00 2.244000e-01 4.066067e+00 1.166667e-02 
2.791600e-01 4.209000e-02 6.944000e-01 1.340000e-09 1.062600e+00 -3.917000e-01 -2.843667e+00 2.844000e-01 3.750200e+00 3.926667e-02 
3.055600e-01 5.473000e-02 7.076267e-01 2.206667e-09 8.542000e-01 -2.305000e-01 -2.583333e-01 5.996000e-01 3.437400e+00 1.046667e-02 
3.912400e-01 4.767000e-02 6.308267e-01 2.334667e-09 9.378000e-01 -1.255567e+00 -1.639667e+00 3.480000e-02 2.965133e+00 -3.220000e-02 
2.467600e-01 4.293000e-02 7.208533e-01 2.420000e-09 8.278000e-01 -2.181000e-01 -1.023667e+00 3.560000e-02 3.360733e+00 2.793333e-02 
3.266800e-01 4.797000e-02 6.022400e-01 2.324000e-09 1.037800e+00 -1.005500e+00 -2.153000e+00 5.516000e-01 4.105933e+00 7.266667e-03 
3.826000e-01 5.153000e-02 7.046400e-01 1.372000e-09 9.142000e-01 -3.317667e-01 -2.630000e-01 3.284000e-01 2.207667e+00 -3.886667e-02 
2.616400e-01 5.015000e-02 6.131200e-01 2.457333e-09 9.506000e-01 -5.012333e-01 -1.551000e+00 5.196000e-01 2.201533e+00 -2.833333e-02 
3.053200e-01 4.427000e-02 7.033600e-01 2.246667e-09 1.035400e+00 -6.103333e-02 -2.097000e+00 4.040000e-02 4.492333e+00 8.200000e-03 
3.818800e-01 4.815000e-02 7.479467e-01 1.393333e-09 8.254000e-01 -1.143967e+00 -3.703333e-01 3.476000e-01 3.256467e+00 1.953333e-02 
2.722000e-01 4.271000e-02 6.227200e-01 1.529333e-09 9.474000e-01 -7.368333e-01 -1.191667e+00 4.652000e-01 4.339000e+00 -4.340000e-02 
3.132400e-01 5.161000e-02 7.193600e-01 2.364000e-09 8.022000e-01 -8.195000e-01 -1.919667e+00 6.360000e-02 3.621400e+00 4.060000e-02 
3.974800e-01 4.827000e-02 6.743467e-01 1.958667e-09 1.057000e+00 5.263333e-02 -5.290000e-01 3.244000e-01 2.256733e+00 7.666667e-03 
2.590000e-01 5.369000e-02 7.505067e-01 2.180000e-09 1.060600e+00 -3.937667e-01 3.566667e-02 1.004000e-01 3.385267e+00 2.020000e-02 
3.166000e-01 4.843000e-02 6.246400e-01 1.028000e-09 9.350000e-01 -5.233333e-03 -1.719000e+00 4.980000e-01 4.286867e+00 -2.300000e-02 
3.458800e-01 4.291000e-02 6.976000e-01 2.556000e-09 8.514000e-01 -1.193567e+00 -2.722333e+00 2.668000e-01 2.615533e+00 3.000000e-03 
2.395600e-01 4.795000e-02 7.127467e-01 1.806667e-09 1.024600e+00 -5.529000e-01 -1.873000e+00 6.040000e-02 4.332867e+00 -4.553333e-02 
3.348400e-01 5.433000e-02 6.376533e-01 1.545333e-09 8.706000e-01 -1.086100e+00 -4.823333e-01 4.404000e-01 3.296333e+00 3.913333e-02 
3.638800e-01 4.027000e-02 6.779733e-01 2.913333e-09 9.042000e-01 -3.830000e-02 -1.658333e+00 3.404000e-01 2.308867e+00 -9.400000e-03 
2.642800e-01 4.339000e-02 6.734933e-01 2.697333e-09 8.334000e-01 -4.268333e-01 -6.550000e-01 5.108000e-01 2.471400e+00 -3.686667e-02 
3.286000e-01 5.177000e-02 6.453333e-01 2.254667e-09 9.074000e-01 -1.290700e+00 -2.787667e+00 1.828000e-01 4.059933e+00 2.486667e-02 
3.506800e-01 4.951000e-02 7.116800e-01 1.158667e-09 1.090600e+00 2.448333e-01 -1.098333e+00 2.772000e-01 3.406733e+00 6.200000e-03 
2.294800e-01 4.255000e-02 6.237867e-01 2.094667e-09 9.458000e-01 1.911000e-01 -5.103333e-01 3.732000e-01 3.590733e+00 3.806667e-02 
2.870800e-01 5.347000e-02 7.140267e-01 1.558667e-09 8.234000e-01 -4.371667e-01 -1.947667e+00 1.036000e-01 3.921933e+00 -4.140000e-02 
3.648400e-01 4.971000e-02 7.048533e-01 2.358667e-09 1.081400e+00 -1.265900e+00 -8.510000e-01 5.620000e-01 2.787267e+00 1.060000e-02 
2.669200e-01 4.333000e-02 6.602667e-01 1.265333e-09 9.354000e-01 1.167000e-01 -1.051667e+00 4.732000e-01 2.989667e+00 -4.513333e-02 
3.079600e-01 5.467000e-02 7.234133e-01 2.564000e-09 8.426000e-01 -8.319000e-01 -3.236667e-01 2.516000e-01 4.296067e+00 1.460000e-02 
3.610000e-01 4.921000e-02 6.195200e-01 2.028000e-09 1.098200e+00 -7.161667e-01 -2.643000e+00 1.652000e-01 2.554200e+00 2.860000e-02 
2.731600e-01 5.281000e-02 6.218667e-01 1.078667e-09 9.470000e-01 1.497667e-01 -1.425000e+00 2.564000e-01 3.241133e+00 -3.993333e-02 
2.986000e-01 4.085000e-02 7.210667e-01 1.900000e-09 8.486000e-01 -1.123300e+00 -2.778333e+00 5.092000e-01 3.817667e+00 -8.600000e-03 
3.518800e-01 4.727000e-02 6.990933e-01 2.902667e-09 1.016200e+00 -4.971000e-01 2.970000e-01 1.796000e-01 2.873133e+00 3.726667e-02 
2.222800e-01 4.433000e-02 7.104000e-01 2.100000e-09 8.770000e-01 1.993667e-01 -8.883333e-01 3.220000e-01 4.237800e+00 -1.140000e-02 
3.274000e-01 5.311000e-02 6.451200e-01 2.782667e-09 9.998000e-01 -1.104700e+00 -3.610000e-01 5.012000e-01 2.584867e+00 -2.953333e-02 
3.578800e-01 4.973000e-02 6.656000e-01 1.113333e-09 1.041000e+00 -7.430333e-01 -2.582333e+00 9.400000e-02 3.596867e+00 3.753333e-02 
2.215600e-01 4.545000e-02 6.914133e-01 1.521333e-09 8.158000e-01 -8.484333e-01 -4.403333e-01 5.580000e-01 3.762467e+00 -8.066667e-03 
3.094000e-01 4.159000e-02 7.364267e-01 2.345333e-09 1.043000e+00 -1.292333e-01 -7.110000e-01 1.560000e-02 2.735133e+00 2.366667e-02 
3.986800e-01 5.425000e-02 6.186667e-01 2.308000e-09 9.658000e-01 -6.211000e-01 -2.330333e+00 3.444000e-01 3.397533e+00 -1.713333e-02 
2.407600e-01 4.139000e-02 6.126933e-01 1.748000e-09 1.042600e+00 -7.719667e-01 -1.798333e+00 1.788000e-01 3.290200e+00 3.633333e-02 
3.156400e-01 4.839000e-02 7.089067e-01 2.924000e-09 9.310000e-01 8.983333e-02 -2.540333e+00 3.540000e-01 2.753533e+00 -4.580000e-02 
3.643600e-01 5.253000e-02 6.967467e-01 1.380000e-09 8.886000e-01 -8.091667e-01 3.950000e-01 4.300000e-01 4.173400e+00 7.933333e-03 
2.268400e-01 4.301000e-02 6.702933e-01 1.620000e-09 9.382000e-01 -1.170833e+00 -6.700000e-02 2.948000e-01 3.336200e+00 4.380000e-02 
3.314800e-01 5.269000e-02 7.588267e-01 2.486667e-09 1.013400e+00 -1.970000e-02 -1.089000e+00 5.052000e-01 3.866733e+00 -2.820000e-02 
3.955600e-01 4.509000e-02 6.052267e-01 1.908000e-09 8.702000e-01 -3.958333e-01 -2.629000e+00 1.732000e-01 2.637000e+00 -1.540000e-02 
2.688400e-01 5.361000e-02 6.954667e-01 2.769333e-09 9.942000e-01 2.783333e-02 -3.376667e-01 5.148000e-01 2.529667e+00 -1.400000e-03 
3.202000e-01 4.459000e-02 7.302400e-01 2.076000e-09 8.122000e-01 -7.265000e-01 -1.084333e+00 4.680000e-02 4.151933e+00 -2.900000e-02 
3.509200e-01 4.617000e-02 6.071467e-01 1.478667e-09 1.012600e+00 -1.137767e+00 -1.957000e+00 3.972000e-01 3.170600e+00 4.526667e-02 
2.474800e-01 5.251000e-02 6.596267e-01 1.230667e-09 8.526000e-01 -1.077833e+00 -2.419000e+00 2.100000e-01 4.234733e+00 -1.126667e-02 
2.902000e-01 4.125000e-02 6.099200e-01 2.110667e-09 9.558000e-01 -7.058333e-01 -9.443333e-01 4.972000e-01 2.394733e+00 4.046667e-02 
3.886000e-01 4.761000e-02 7.562667e-01 2.678667e-09 1.008600e+00 -1.623000e-01 -3.750000e-01 1.844000e-01 3.655133e+00 -1.913333e-02 
2.297200e-01 5.017000e-02 6.894933e-01 1.012000e-09 9.114000e-01 -1.478333e-01 -2.017667e+00 3.108000e-01 3.879000e+00 -2.600000e-03 
3.398800e-01 4.441000e-02 7.392000e-01 2.830667e-09 1.014600e+00 -5.239667e-01 -1.187000e+00 4.540000e-01 2.422333e+00 -4.153333e-02 
3.830800e-01 4.747000e-02 6.265600e-01 2.233333e-09 8.722000e-01 -1.216300e+00 -1.790000e-01 9.240000e-02 3.587667e+00 3.673333e-02 
2.472400e-01 4.111000e-02 6.050133e-01 1.804000e-09 8.966000e-01 -1.036500e+00 -3.003333e-01 1.084000e-01 3.317800e+00 -7.533333e-03 
2.868400e-01 5.403000e-02 7.214933e-01 1.284000e-09 9.106000e-01 -4.309667e-01 -2.820333e+00 2.060000e-01 2.361000e+00 -1.806667e-02 
3.991600e-01 4.819000e-02 6.860800e-01 2.494667e-09 1.007000e+00 -5.690000e-02 -7.996667e-01 4.284000e-01 3.989400e+00 4.153333e-02 
2.424400e-01 4.395000e-02 7.093333e-01 1.246667e-09 8.962000e-01 -1.022033e+00 8.233333e-02 2.840000e-02 2.949800e+00 -4.733333e-03 
2.844400e-01 4.607000e-02 6.084267e-01 2.777333e-09 1.028200e+00 6.916667e-02 -7.203333e-01 5.204000e-01 3.765533e+00 -1.900000e-02 
3.881200e-01 5.451000e-02 6.999467e-01 2.020000e-09 9.438000e-01 -6.913667e-01 -2.773667e+00 2.620000e-01 3.207400e+00 4.300000e-02 
2.525200e-01 5.323000e-02 6.737067e-01 2.265333e-09 8.518000e-01 -1.162567e+00 3.110000e-01 4.932000e-01 3.670467e+00 -6.866667e-03 
3.149200e-01 4.999000e-02 6.348800e-01 1.390667e-09 1.009000e+00 2.241667e-01 -2.624333e+00 2.764000e-01 3.833000e+00 3.460000e-02 
3.778000e-01 4.239000e-02 7.170133e-01 2.380000e-09 9.302000e-01 -7.017000e-01 -1.513667e+00 8.280000e-02 2.646200e+00 -4.753333e-02 
2.650000e-01 4.987000e-02 7.266133e-01 1.769333e-09 8.046000e-01 -6.723333e-02 -2.675667e+00 2.716000e-01 3.599933e+00 4.140000e-02 
3.029200e-01 5.271000e-02 6.092800e-01 1.446667e-09 1.030200e+00 -8.753000e-01 -1.229000e+00 5.548000e-01 2.275133e+00 -1.073333e-02 
3.792400e-01 4.097000e-02 7.001600e-01 2.382667e-09 9.962000e-01 -7.389000e-01 -4.776667e-01 1.160000e-02 3.918867e+00 -2.806667e-02 
2.558800e-01 4.015000e-02 7.323733e-01 2.361333e-09 9.094000e-01 -1.081967e+00 -1.910333e+00 4.548000e-01 2.557267e+00 1.966667e-02 
2.882800e-01 5.485000e-02 6.730667e-01 2.209333e-09 1.099800e+00 -3.483000e-01 -1.434333e+00 2.196000e-01 3.458867e+00 8.866667e-03 
3.593200e-01 4.523000e-02 6.291200e-01 1.606667e-09 8.118000e-01 -1.809000e-01 -5.943333e-01 1.220000e-01 4.329800e+00 -2.940000e-02 
2.278000e-01 4.537000e-02 7.473067e-01 2.817333e-09 8.134000e-01 -8.360333e-01 -1.317667e+00 3.580000e-01 3.299400e+00 -1.800000e-03 
3.370000e-01 4.113000e-02 6.152533e-01 1.694667e-09 1.021000e+00 -1.251000e-01 -2.400333e+00 4.164000e-01 2.413133e+00 2.006667e-02 
3.667600e-01 5.303000e-02 6.692267e-01 1.412000e-09 9.722000e-01 -5.756333e-01 -4.263333e-01 1.164000e-01 4.050733e+00 -4.620000e-02 
2.330800e-01 4.587000e-02 6.760533e-01 1.852000e-09 8.358000e-01 -1.094367e+00 1.896667e-01 3.236000e-01 2.428467e+00 -2.660000e-02 
3.103600e-01 5.297000e-02 6.425600e-01 2.577333e-09 1.005800e+00 -2.987000e-01 -7.436667e-01 5.436000e-01 4.477000e+00 2.126667e-02 
3.530800e-01 4.171000e-02 7.227733e-01 1.486667e-09 9.758000e-01 -1.375000e-01 -2.792333e+00 4.920000e-02 3.425133e+00 -3.133333e-03 
2.597200e-01 5.155000e-02 7.159467e-01 2.249333e-09 8.186000e-01 1.580333e-01 -2.694333e+00 2.380000e-01 2.830200e+00 -1.433333e-02 
2.810800e-01 4.267000e-02 6.464000e-01 2.806667e-09 1.029400e+00 -1.131567e+00 -6.176667e-01 1.068000e-01 3.026467e+00 4.753333e-02 
3.859600e-01 4.653000e-02 6.811733e-01 1.060000e-09 9.630000e-01 -6.686333e-01 -6.830000e-01 5.556000e-01 4.167267e+00 -2.620000e-02 
2.654800e-01 5.397000e-02 6.257067e-01 2.113333e-09 9.574000e-01 -1.232833e+00 -1.728333e+00 5.876000e-01 3.455800e+00 6.733333e-03 
2.914000e-01 4.177000e-02 6.909867e-01 1.108000e-09 8.522000e-01 -1.705667e-01 -3.796667e-01 3.156000e-01 4.133533e+00 -3.406667e-02 
3.739600e-01 4.813000e-02 7.398400e-01 2.417333e-09 1.055000e+00 -3.028333e-01 -2.274333e+00 3.640000e-02 2.897667e+00 2.713333e-02 
2.314000e-01 5.399000e-02 7.317333e-01 1.697333e-09 9.850000e-01 -1.108833e+00 -2.490000e-01 1.836000e-01 2.655400e+00 -4.200000e-03 
2.974000e-01 4.303000e-02 6.304000e-01 2.876000e-09 1.048600e+00 -4.661000e-01 -2.101667e+00 2.356000e-01 4.437133e+00 -2.166667e-02 
3.727600e-01 4.763000e-02 6.963200e-01 1.297333e-09 8.406000e-01 1.187667e-01 -7.763333e-01 5.716000e-01 3.369933e+00 3.353333e-02 
2.434000e-01 4.877000e-02 6.796800e-01 2.508000e-09 1.045000e+00 9.190000e-02 -2.484333e+00 3.800000e-02 3.409800e+00 -2.913333e-02 
3.007600e-01 5.215000e-02 7.278933e-01 1.238667e-09 8.470000e-01 -2.925000e-01 -5.663333e-01 4.804000e-01 2.351800e+00 1.806667e-02 
3.674800e-01 4.005000e-02 6.359467e-01 1.742667e-09 9.130000e-01 -1.247300e+00 -1.224333e+00 2.396000e-01 3.851400e+00 -1.153333e-02 
2.261200e-01 5.241000e-02 7.300267e-01 2.217333e-09 8.782000e-01 -4.165000e-01 -1.765667e+00 1.524000e-01 4.391133e+00 8.066667e-03 
2.978800e-01 4.539000e-02 6.124800e-01 1.001333e-09 9.202000e-01 -8.546333e-01 -2.303333e-01 2.980000e-01 2.434600e+00 1.726667e-02 
3.828400e-01 4.431000e-02 6.683733e-01 2.705333e-09 1.013800e+00 -2.383333e-02 -1.994333e+00 5.164000e-01 3.547800e+00 -4.593333e-02 
2.602000e-01 5.277000e-02 6.694400e-01 2.049333e-09 9.334000e-01 9.396667e-02 -9.723333e-01 5.684000e-01 3.961800e+00 -3.566667e-02 
3.115600e-01 4.577000e-02 7.456000e-01 1.465333e-09 1.079800e+00 -9.869000e-01 -2.863333e-01 2.520000e-02 3.609133e+00 -9.666667e-03 
3.773200e-01 4.247000e-02 6.397867e-01 2.574667e-09 8.990000e-01 -7.285667e-01 -2.167000e+00 3.748000e-01 2.704467e+00 4.833333e-02 
2.354800e-01 4.335000e-02 6.660267e-01 1.862667e-09 1.041400e+00 -2.160333e-01 -5.336667e-01 5.720000e-02 3.179800e+00 -4.900000e-02 
2.839600e-01 4.919000e-02 7.232000e-01 2.977333e-09 8.474000e-01 -2.677000e-01 -2.498333e+00 4.116000e-01 3.943400e+00 2.380000e-02 
3.941200e-01 5.333000e-02 6.530133e-01 1.300000e-09 9.786000e-01 -1.203900e+00 -1.000333e+00 3.620000e-01 2.713667e+00 -1.133333e-03 
2.446000e-01 4.659000e-02 6.182400e-01 2.801333e-09 9.882000e-01 -2.119000e-01 -2.210000e-01 4.500000e-01 2.600200e+00 2.033333e-02 
